,uniqueID,appTitle,userName,date,date_extracted,rating,text,category,contentRating,comment,sentiScore_pos,sentiScore_neg,label_Bug,label_Feature,label_UserExperience,label_Rating,lemmatized_comment,stopwords_removal,stopwords_removal_lemmatization,stemmed,stopwords_removal_nltk,sentiScore,length_words,Predicted_labels
68119,102256,Battle Royale: FPS Shooter,,2019-03-03,2019-03-08,5,this epis for realðŸ˜?ðŸ˜?ðŸ˜?,GAME ACTION,Teen,this for real,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  this for real,  this for real,  this for real,  this for real,  real,1,3,Rating
995685,1537814,Calorie Counter - MyFitnessPal,F Payne,2019-04-14,2019-04-14,5,Very easy to use.,HEALTH AND FITNESS,Everyone,Very easy to use,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Very easy to use,  very easy to use,  very easy to use,  veri easi to use,  easy use,1,4,Rating
268491,409784,Duolingo: Learn Languages Free,,2019-03-23,2019-03-24,5,this is a best app for improve basic english,FAMILY,Everyone,this is a best for improve basic,2,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  this is a best for improve basic,  this best for improve basic,  this best for improve basic,  this is a best for improv basic,  best improve basic,2,7,Rating
336847,515053,Battle Royale: FPS Shooter,,2019-03-09,2019-03-24,1,This app has da beest grafiks I hav ever seenn. amazIny i Did nOt die of De bad Gampleh. go And Better Deez gam,GAME ACTION,Teen,This da beest I ever  i Did nOt die of De bad  go And Better gam,2,-2,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  This da beest I ever i Did nOt die of De bad go And Better gam,  this da beest ever did not die of de bad go better gam,  this da beest ever did not die of de bad go better gam,  this da beest i ever i did not die of de bad go and better gam,  da beest ever die de bad go better gam,2,16,Not_Rating
958853,1475756,Zelle,Amy Mahoney,2018-03-15,2019-04-14,5,I think it is great. Works best with email addresses.,FINANCE,Everyone,I think it is great  Works best with,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  I think it is great Works best with,  think great works best with,  think great work best with,  i think it is great work best with,  think great works best,3,8,Rating
342882,525340,Snowball.io,,2019-03-21,2019-03-24,5,i love it now i have to go play it bye,GAME ACTION,Everyone,i love it now i have to go play it bye,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  i love it now i have to go play it bye,  love now have to go play bye,  love now have to go play bye,  i love it now i have to go play it bye,  love go play bye,3,11,Rating
873324,1342455,Remind: School Communication,A Google User,2019-03-07,2019-04-14,5,it's great,EDUCATION,Everyone,it  s great,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  it s great,  great,  great,  it s great,  great,3,3,Rating
672069,1028323,Pluto TV - Itâ€™s Free TV,A Google User,2019-03-27,2019-04-07,5,"Good movies, love it, better than cable",ENTERTAINMENT,Teen,Good  love it  better than cable,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  Good love it better than cable,  good love better than cable,  good love better than cable,  good love it better than cabl,  good love better cable,3,6,Rating
710565,1091263,YouTube Kids,Krystle Potter,2019-04-02,2019-04-07,5,So happy to have control of which videos can watch. So many great things on YouTube but also many sneaky videos that come up in suggestions.,FAMILY,Everyone,So happy to have control of which can watch  So many great on but also many sneaky that come up in,3,-2,Not_Bug,Not_Feature,UserExperience,Not_Rating,  So happy to have control of which can watch So many great on but also many sneaky that come up in,  so happy to have control of which can watch so many great but also many sneaky that come,  so happy to have control of which can watch so many great but also many sneaky that come,  so happi to have control of which can watch so mani great on but also mani sneaki that come up in,  happy control watch many great also many sneaky come,3,21,Not_Rating
603332,922982,Google Home,Kathleen Jeffery,2019-02-07,2019-04-01,1,unable to change asdustant voice - no ootion available !,LIFESTYLE,Everyone,unable to change voice  no available,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  unable to change voice no available,  unable to change voice no available,  unable to change voice no available,  unabl to chang voic no avail,  unable change voice available,1,6,Rating
140384,217902,Love Poly - New puzzle game,,2019-03-11,2019-03-13,5,It is super easy and cool to play!,FAMILY,Everyone,It is super easy and cool to play,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  It is super easy and cool to play,  super easy cool to play,  super easy cool to play,  it is super easi and cool to play,  super easy cool play,3,8,Rating
308319,468595,Venmo Mobile Wallet: Send & Receive Money,Keyla Solorio,2019-03-16,2019-03-24,4,super convenient if I could change anything it would be getting the money sooner but it's a lifesaver,FINANCE,Everyone,super convenient if I could change anything it would be getting the money sooner but it  s a lifesaver,3,-1,Not_Bug,Feature,Not_UserExperience,Not_Rating,  super convenient if I could change anything it would be getting the money sooner but it s a lifesaver,  super convenient if could change anything would be getting money sooner but lifesaver,  super convenient if could change anything would be getting money sooner but lifesaver,  super conveni if i could chang anyth it would be get the money sooner but it s a lifesav,  super convenient could change anything would getting money sooner lifesaver,3,19,Rating
457940,695962,Amazon Prime Video,T Cra,2019-03-27,2019-04-01,2,keeps freezing and lose ability to stop/rewind/forward and stop.,ENTERTAINMENT,Teen,freezing and lose ability to stop  rewind  forward and stop,1,-2,Bug,Not_Feature,Not_UserExperience,Not_Rating,  freezing and lose ability to stop rewind forward and stop,  freezing lose ability to stop rewind forward stop,  freezing lose ability to stop rewind forward stop,  freez and lose abil to stop rewind forward and stop,  freezing lose ability stop rewind forward stop,-2,10,Not_Rating
762836,1173589,Sniper 3D Gun Shooter: Free Elite Shooting Games,Barry Nel,2019-04-03,2019-04-07,5,its a nice game,GAME ACTION,Mature 17+,its a nice game,2,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  it a nice game,  nice game,  nice game,  it a nice game,  nice game,2,4,Rating
488822,746635,WildCraft: Animal Sim Online 3D,A Google User,2019-03-14,2019-04-01,5,I love the game. I recommend it to anyone,FAMILY,Everyone 10+,I love the game  I recommend it to anyone,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  I love the game I recommend it to anyone,  love game recommend to anyone,  love game recommend to anyone,  i love the game i recommend it to anyon,  love game recommend anyone,3,9,Rating
395590,601962,"Notepad - Notes with Reminder, ToDo, Sticky notes",Mark Werenczuk,2019-02-28,2019-03-24,1,Spams an ad whenever I decline a call on my phone.,LIFESTYLE,Everyone,an ad whenever I decline a call on my phone,1,-2,Not_Bug,Not_Feature,UserExperience,Not_Rating,  an ad whenever I decline a call on my phone,  ad whenever decline call phone,  ad whenever decline call phone,  an ad whenev i declin a call on my phone,  ad whenever decline call phone,-2,10,Not_Rating
223093,337804,Duolingo: Learn Languages Free,,2019-03-19,2019-03-24,4,"I'm using this to relearn Japanese after not having touched the language in years, and it's fantastic, except one thing: it doesn't teach how to write the characters, which is an important aspect of the written language. If tutorials on stroke order were available, this would be a 5-star review, hands down.",EDUCATION,Everyone,I  m this to relearn after not touched the language in  and it  s fantastic  except one thing  it  t teach how to write the  which is an important aspect of the written language  If on stroke order were available  this would be a  star review  down,3,-1,Not_Bug,Feature,Not_UserExperience,Not_Rating,  I m this to relearn after not touched the language in and it s fantastic except one thing it t teach how to write the which is an important aspect of the written language If on stroke order were available this would be a star review down,  m this to relearn after not touched language fantastic except one thing teach how to write which important aspect of written language if stroke order were available this would be star review,  m this to relearn after not touched language fantastic except one thing teach how to write which important aspect of written language if stroke order were available this would be star review,  i m this to relearn after not touch the languag in and it s fantast except one thing it t teach how to write the which is an import aspect of the written languag if on stroke order were avail this would be a star review down,  relearn touched language fantastic except one thing teach write important aspect written language stroke order available would star review,3,47,Rating
300758,457679,Chase Mobile,Norma MacLeod,2019-03-21,2019-03-24,5,"Thx Chase for quick acknowledgement of my account, they have been trying to hack my account for 4 yrs and I've gone into the bank to obtain help from the staff. very quickly and professional.ðŸ˜€ðŸ¤—ðŸ¤—",FINANCE,Everyone,Chase for quick of my account  they have been trying to hack my account for and I  gone into the bank to obtain help from the staff  very quickly and professional,1,-2,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Chase for quick of my account they have been trying to hack my account for and I gone into the bank to obtain help from the staff very quickly and professional,  chase for quick of account have been trying to hack account for gone into bank to obtain help from staff very quickly professional,  chase for quick of account have been trying to hack account for gone into bank to obtain help from staff very quickly professional,  chase for quick of my account they have been tri to hack my account for and i gone into the bank to obtain help from the staff veri quick and profession,  chase quick account trying hack account gone bank obtain help staff quickly professional,-2,31,Rating
718122,1102900,Roblox,Allicat and Mischievous Maddy,2019-04-06,2019-04-07,5,its an awesome app and super cool,FAMILY,Everyone 10+,its an awesome and super cool,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  it an awesome and super cool,  awesome super cool,  awesome super cool,  it an awesom and super cool,  awesome super cool,3,6,Rating
633963,971918,"iHeartRadio - Free Music, Radio & Podcasts",Kristin Kyle,2019-03-16,2019-04-01,5,great pod cast app,MUSIC AND AUDIO,Teen,great pod cast,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  great pod cast,  great pod cast,  great pod cast,  great pod cast,  great pod cast,3,3,Rating
601091,919217,Tinder,harjinder singh,2019-03-27,2019-04-01,1,You people always want money .when intialy written this is free,LIFESTYLE,Mature 17+,You people always want money  when written this is free,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  You people always want money when written this is free,  people always want money when written this free,  people always want money when written this free,  you peopl alway want money when written this is free,  people always want money written free,1,10,Rating
456482,693443,Netflix,thelifeofzero,2019-04-01,2019-04-01,2,"im sure it might just be me but its saying that Its having trouble connecting to the severs and it has a code error (-14) and i have no idea what it means, anyone with any info please reply back on the review",ENTERTAINMENT,Teen,sure it might just be me but its saying that Its trouble to the and it a code error  and i have no idea what it  anyone with any please reply back on the review,2,-2,Bug,Not_Feature,Not_UserExperience,Not_Rating,  sure it might just be me but it saying that Its trouble to the and it a code error and i have no idea what it anyone with any please reply back on the review,  sure might just be but saying that trouble to code error have no idea what anyone with any please reply back review,  sure might just be but saying that trouble to code error have no idea what anyone with any please reply back review,  sure it might just be me but it say that it troubl to the and it a code error and i have no idea what it anyon with ani pleas repli back on the review,  sure might saying trouble code error idea anyone please reply back review,2,35,Not_Rating
316913,480946,Credit Karma,Marvin Caffee,2019-03-23,2019-03-24,5,very affected they keep me where you can read it understand i to,FINANCE,Everyone,very affected they keep me where you can read it understand i to,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  very affected they keep me where you can read it understand i to,  very affected keep where can read understand to,  very affected keep where can read understand to,  veri affect they keep me where you can read it understand i to,  affected keep read understand,1,13,Rating
559163,857359,Kick the Buddy,RWConnor101,2019-03-30,2019-04-01,5,Best app on the market!!!,GAME ACTION,Teen,Best on the market,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  Best on the market,  best market,  best market,  best on the market,  best market,2,4,Rating
887533,1363628,Roku,Arnoldo Lerma,2019-04-05,2019-04-14,1,keeps dropping out on Samsung Galaxy Note 8.,ENTERTAINMENT,Teen,dropping out on Galaxy Note,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  dropping out on Galaxy Note,  dropping galaxy note,  dropping galaxy note,  drop out on galaxi note,  dropping galaxy note,1,5,Rating
917017,1413423,Minion Rush: Despicable Me Official Game,A Google User,2019-03-07,2019-04-14,5,This is very best game,FAMILY,Everyone 10+,This is very best game,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  This is very best game,  this very best game,  this very best game,  this is veri best game,  best game,3,5,Rating
669093,1023528,Kahoot!,Diamond Gowan,2019-02-10,2019-04-07,5,it is fun to use I use in school,EDUCATION,Everyone,it is fun to use I use in school,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  it is fun to use I use in school,  fun to use use school,  fun to use use school,  it is fun to use i use in school,  fun use use school,2,9,Rating
195160,298483,Calorie Counter - MyFitnessPal,Sara Eckohlm,2019-03-09,2019-03-16,3,it works well for what it is intended for. i do not like that I cannot connect the under armour app. to reap the full benefit but it is very useful.,HEALTH AND FITNESS,Everyone,it works well for what it is intended for  i do not like that I cannot connect the under  to reap the full benefit but it is very useful,3,-2,Bug,Not_Feature,Not_UserExperience,Not_Rating,  it work well for what it is intended for i do not like that I can not connect the under to reap the full benefit but it is very useful,  works well for what intended for do not like that can not connect under to reap full benefit but very useful,  work well for what intended for do not like that can not connect under to reap full benefit but very useful,  it work well for what it is intend for i do not like that i can not connect the under to reap the full benefit but it is veri use,  works well intended like connect reap full benefit useful,3,29,Not_Rating
709839,1090122,Toca Kitchen 2,A Google User,2019-04-01,2019-04-07,5,goooooooooooooooood it make me happy ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‰ðŸ˜‰ðŸ˜‰ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ . . . . . .. ... ... ... ... ... .,FAMILY,Everyone,it make me happy,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  it make me happy,  make happy,  make happy,  it make me happi,  make happy,2,4,Rating
473897,722976,Tubi - Free Movies & TV Shows,A Google User,2019-03-30,2019-04-01,5,this app is amazing,ENTERTAINMENT,Teen,this is amazing,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  this is amazing,  this amazing,  this amazing,  this is amaz,  amazing,3,3,Rating
818115,1258204,Fantastic Face â€“ Daily face & Beauty Competition,A Google User,2019-02-24,2019-04-07,1,"The ad of this game seems fake, HORRIBLE AD AD APP!",LIFESTYLE,Everyone,The ad of this game fake  HORRIBLE AD AD,1,-4,Bug,Not_Feature,Not_UserExperience,Not_Rating,  The ad of this game fake HORRIBLE AD AD,  ad of this game fake horrible ad ad,  ad of this game fake horrible ad ad,  the ad of this game fake horribl ad ad,  ad game fake horrible ad ad,-4,9,Not_Rating
367300,559850,Lose It! - Calorie Counter,Debbie Beach,2018-09-10,2019-03-24,2,Ads!! Will not pay simply to remove the advertising. There are way too many similar apps out there to have to deal with advertisements.,HEALTH AND FITNESS,Everyone,Will not pay simply to remove the advertising  There are way too many similar out there to have to deal with,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Will not pay simply to remove the advertising There are way too many similar out there to have to deal with,  will not pay simply to remove advertising there way too many similar there to have to deal with,  will not pay simply to remove advertising there way too many similar there to have to deal with,  will not pay simpli to remov the advertis there are way too mani similar out there to have to deal with,  pay simply remove advertising way many similar deal,1,21,Not_Rating
915711,1411423,Roblox,Tyrell Llewelyn,2019-04-14,2019-04-14,5,Really cool love all games,FAMILY,Everyone 10+,Really cool love all,4,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  Really cool love all,  really cool love all,  really cool love all,  realli cool love all,  really cool love,4,4,Rating
253870,385641,"Hulu: Stream TV, Movies & more",,2019-03-16,2019-03-24,3,i don't know yet,ENTERTAINMENT,Teen,i don  t know yet,1,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  i don t know yet,  don know yet,  don know yet,  i don t know yet,  know yet,1,5,Rating
687399,1054483,Roku,Vincent Valdez,2019-03-29,2019-04-07,3,it looses connection quite often,ENTERTAINMENT,Teen,it connection quite often,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  it connection quite often,  connection quite often,  connection quite often,  it connect quit often,  connection quite often,1,4,Rating
1025898,1581496,Fantastic Face â€“ Daily face & Beauty Competition,Ashley McLemore,2019-01-30,2019-04-14,5,for an older version I have to use an card witch I don't have,LIFESTYLE,Everyone,for an older version I have to use an card witch I don  t have,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  for an older version I have to use an card witch I don t have,  for older version have to use card witch don have,  for older version have to use card witch don have,  for an older version i have to use an card witch i don t have,  older version use card witch,1,15,Rating
713792,1096317,Duolingo: Learn Languages Free,Hunter Baker,2019-04-04,2019-04-07,5,i am currently learing spanish and everyone is very happy with the results thank you so much,FAMILY,Everyone,i am currently and everyone is very happy with the thank you so much,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  i am currently and everyone is very happy with the thank you so much,  currently everyone very happy with thank so much,  currently everyone very happy with thank so much,  i am current and everyon is veri happi with the thank you so much,  currently everyone happy thank much,3,14,Rating
930025,1433033,DisneyNOW â€“ Episodes & Live TV,Zoey Wiley,2019-02-17,2019-04-14,5,i love it ! i get to watch my old 2000's shows that i loved,FAMILY,Everyone,i love it  i get to watch my old  s that i,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  i love it i get to watch my old s that i,  love get to watch old that,  love get to watch old that,  i love it i get to watch my old s that i,  love get watch old,3,12,Rating
285127,434545,Super Bino Go - New Games 2019,sakid qumar Prince,2019-03-12,2019-03-24,5,pubg ka master ma hu ca tam mo ga na do ga to ma tom pa cast kar,FAMILY,Everyone,ka master ma ca tam mo ga na do ga to ma pa cast,1,-1,Not_Bug,Not_Feature,Not_UserExperience,Not_Rating,  ka master ma ca tam mo ga na do ga to ma pa cast,  ka master ma ca tam mo ga na do ga to ma pa cast,  ka master ma ca tam mo ga na do ga to ma pa cast,  ka master ma ca tam mo ga na do ga to ma pa cast,  ka master ca tam mo ga na ga pa cast,1,14,Rating
188557,289370,Samsung Health,,2019-02-18,2019-03-16,2,"It's not compatible with Mii band, the menus is complicated, I can't find my data from last days, you have to buy a specific products to work with the app, I recommend install Google Fit App",HEALTH AND FITNESS,Everyone,It  s not compatible with band  the is complicated  I can  t find my data from last days  you have to buy a specific to work with the  I recommend install Fit,1,-2,Bug,Not_Feature,Not_UserExperience,Not_Rating,  It s not compatible with band the is complicated I can t find my data from last day you have to buy a specific to work with the I recommend install Fit,  not compatible with band complicated can find data from last days have to buy specific to work with recommend install fit,  not compatible with band complicated can find data from last day have to buy specific to work with recommend install fit,  it s not compat with band the is complic i can t find my data from last day you have to buy a specif to work with the i recommend instal fit,  compatible band complicated find data last days buy specific work recommend install fit,-2,32,Not_Rating
441885,672077,ABCmouse.com,Veneshae Singleton,2018-01-28,2019-04-01,2,It's great for her,EDUCATION,Everyone,It  s great for her,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  It s great for her,  great for,  great for,  it s great for her,  great,3,5,Rating
665710,1018538,PBS KIDS Video,James Ferguson,2017-02-07,2019-04-07,4,"Love the app, but when I let my son hold the phone to watch, he always exits the app/show from touching the screen.",EDUCATION,Everyone,Love the  but when I let my son hold the phone to watch  he always the  show from touching the screen,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Love the but when I let my son hold the phone to watch he always the show from touching the screen,  love but when let son hold phone to watch always show from touching screen,  love but when let son hold phone to watch always show from touching screen,  love the but when i let my son hold the phone to watch he alway the show from touch the screen,  love let son hold phone watch always show touching screen,3,21,Not_Rating
93581,143309,Pandora Music,Twithc Muggle,2019-02-20,2019-03-09,1,Premium is TERRIBLE. I hate that I keep accidentally signing up for a free trail. The free version is superior in every way to the paid.,MUSIC AND AUDIO,Teen,Premium is TERRIBLE  I hate that I keep accidentally up for a free trail  The free version is superior in every way to the,3,-4,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Premium is TERRIBLE I hate that I keep accidentally up for a free trail The free version is superior in every way to the,  premium terrible hate that keep accidentally for free trail free version superior every way to,  premium terrible hate that keep accidentally for free trail free version superior every way to,  premium is terribl i hate that i keep accident up for a free trail the free version is superior in everi way to the,  premium terrible hate keep accidentally free trail free version superior every way,-4,24,Not_Rating
437339,665347,ABCmouse.com,A Google User,2018-12-07,2019-04-01,1,I hate it,EDUCATION,Everyone,I hate it,1,-4,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  I hate it,  hate,  hate,  i hate it,  hate,-4,3,Rating
453871,689698,ClassDojo,Gachaverse & Fairy Tail,2018-11-24,2019-04-01,5,Hi I love this app. >:3,EDUCATION,Everyone,Hi I love this,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  Hi I love this,  hi love this,  hi love this,  hi i love this,  hi love,3,4,Rating
5642,8275,Duolingo: Learn Languages Free,MasterLord Hippy,2019-03-01,2019-03-08,5,"i only just started using this app but i have been really enjoying it. it's simple to use, fun and engaging. i like the ranking system because it encourages me to push harder to do more lessons in the day.",EDUCATION,Everyone,i only just this but i have been really enjoying it  it  s simple to use  fun and engaging  i like the system because it me to push harder to do more in the day,4,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  i only just this but i have been really enjoying it it s simple to use fun and engaging i like the system because it me to push harder to do more in the day,  only just this but have been really enjoying simple to use fun engaging like system because to push harder to do more day,  only just this but have been really enjoying simple to use fun engaging like system because to push harder to do more day,  i onli just this but i have been realli enjoy it it s simpl to use fun and engag i like the system becaus it me to push harder to do more in the day,  really enjoying simple use fun engaging like system push harder day,4,35,Rating
678813,1039883,"Hulu: Stream TV, Movies & more",David Thurman,2019-03-11,2019-04-07,1,will not work on my abox anymore,ENTERTAINMENT,Teen,will not work on my abox,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  will not work on my abox,  will not work abox,  will not work abox,  will not work on my abox,  work abox,1,6,Rating
460274,699909,Amazon Prime Video,khushi monga,2019-03-23,2019-04-01,2,Good shows but Bad quality. Video keeps fast forwarding itself.,ENTERTAINMENT,Teen,Good but Bad quality  Video fast forwarding itself,2,-2,Bug,Not_Feature,Not_UserExperience,Not_Rating,  Good but Bad quality Video fast forwarding itself,  good but bad quality video fast forwarding,  good but bad quality video fast forwarding,  good but bad qualiti video fast forward itself,  good bad quality video fast forwarding,2,8,Rating
565847,866880,Fitbit,Tina Vasquez,2019-03-31,2019-04-01,5,I love this app.,HEALTH AND FITNESS,Everyone,I love this,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  I love this,  love this,  love this,  i love this,  love,3,3,Rating
865628,1331110,Remind: School Communication,Steven McLeod,2019-03-08,2019-04-14,5,Really helpful app with communication to my team. Thanks for working out the Verizon dispute as well!!,EDUCATION,Everyone,Really helpful with communication to my team  Thanks for working out the dispute as well,3,-2,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Really helpful with communication to my team Thanks for working out the dispute a well,  really helpful with communication to team thanks for working dispute as well,  really helpful with communication to team thanks for working dispute a well,  realli help with communic to my team thank for work out the disput as well,  really helpful communication team thanks working dispute well,3,15,Rating
198796,303525,Samsung Health,,2019-02-22,2019-03-16,5,sheer brilliance lost loads of weight with the help of this app thank you Samsung feeling much fitter now,HEALTH AND FITNESS,Everyone,sheer brilliance lost of weight with the help of this thank you feeling much fitter now,2,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  sheer brilliance lost of weight with the help of this thank you feeling much fitter now,  sheer brilliance lost of weight with help of this thank feeling much fitter now,  sheer brilliance lost of weight with help of this thank feeling much fitter now,  sheer brillianc lost of weight with the help of this thank you feel much fitter now,  sheer brilliance lost weight help thank feeling much fitter,2,16,Not_Rating
534193,814029,Credit Karma,Taiwo Ogunjobi,2019-03-31,2019-04-01,5,love the model and the continuous feature update.,FINANCE,Everyone,love the model and the continuous feature update,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  love the model and the continuous feature update,  love model continuous feature update,  love model continuous feature update,  love the model and the continu featur updat,  love model continuous feature update,3,8,Rating
398379,606301,The PCH App,Laniece Dyson,2019-03-15,2019-03-24,5,easy to load,LIFESTYLE,Everyone,easy to load,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  easy to load,  easy to load,  easy to load,  easi to load,  easy load,1,3,Rating
795293,1224020,Fitbit,Ollie Howlett,2019-03-26,2019-04-07,1,"doesnt sync most of the time and doesnt send notifications to fitbit unless the app is open, especially on Huawei mate 20 pro",HEALTH AND FITNESS,Everyone,doesnt sync most of the time and doesnt send to unless the is open  especially on mate pro,2,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  doesnt sync most of the time and doesnt send to unless the is open especially on mate pro,  doesnt sync most of time doesnt send to unless open especially mate pro,  doesnt sync most of time doesnt send to unless open especially mate pro,  doesnt sync most of the time and doesnt send to unless the is open especi on mate pro,  doesnt sync time doesnt send unless open especially mate pro,2,18,Not_Rating
17120,24741,ClassDojo,,2018-11-18,2019-03-08,5,I like this app.,EDUCATION,Everyone,I like this,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  I like this,  like this,  like this,  i like this,  like,2,3,Rating
275081,419542,DisneyNOW â€“ Episodes & Live TV,,2019-03-19,2019-03-24,1,it is taking forever to download,FAMILY,Everyone,it is taking forever to,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  it is taking forever to,  taking forever to,  taking forever to,  it is take forev to,  taking forever,1,5,Rating
621220,952114,Spotify - Music and Podcasts,Alexis Mariano,2019-04-01,2019-04-01,5,The payment sucks BUT I get all the music I want on Spotify Premium all in all best music stream ðŸ˜?,MUSIC AND AUDIO,Teen,The payment BUT I get all the music I want on Premium all in all best music stream,2,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  The payment BUT I get all the music I want on Premium all in all best music stream,  payment but get all music want premium all all best music stream,  payment but get all music want premium all all best music stream,  the payment but i get all the music i want on premium all in all best music stream,  payment get music want premium best music stream,2,18,Not_Rating
322543,489492,PUBG MOBILE,lakshya hariyani,2019-03-24,2019-03-24,1,very much lag server don't respond,GAME ACTION,Teen,very much lag server don  t respond,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  very much lag server don t respond,  very much lag server don respond,  very much lag server don respond,  veri much lag server don t respond,  much lag server respond,1,7,Rating
654543,1002196,Kahoot!,Denise Neale,2018-10-11,2019-04-07,5,Great for work and reinforcing training in a fun way.,EDUCATION,Everyone,Great for work and training in a fun way,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  Great for work and training in a fun way,  great for work training fun way,  great for work training fun way,  great for work and train in a fun way,  great work training fun way,3,9,Rating
111812,171197,Netflix,Kevin Watson,2019-03-11,2019-03-13,4,Excellent move allowing downloads. Finally,ENTERTAINMENT,Teen,Excellent move  Finally,4,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  Excellent move Finally,  excellent move finally,  excellent move finally,  excel move final,  excellent move finally,4,3,Rating
206587,314307,Lose Belly Fat in 30 Days - Flat Stomach,Adele Sherratt,2019-01-02,2019-03-16,5,Day 7 and my abs are feeling the burn. Great app,HEALTH AND FITNESS,Everyone,Day and my are feeling the burn  Great,3,-2,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Day and my are feeling the burn Great,  day feeling burn great,  day feeling burn great,  day and my are feel the burn great,  day feeling burn great,3,8,Rating
392381,597127,Tinder,Cyprien Virly,2019-03-20,2019-03-24,3,Impossible de se connecter.,LIFESTYLE,Mature 17+,Impossible de se,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  Impossible de se,  impossible de se,  impossible de se,  imposs de se,  impossible de se,1,3,Rating
468135,713095,"Pixel Art: Color by Number, Pixel Color",HEYO ART,2018-10-22,2019-04-01,5,I love this it's so relaxing ðŸ˜ŽðŸ˜Ž,ENTERTAINMENT,Everyone,I love this it  s so,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  I love this it s so,  love this so,  love this so,  i love this it s so,  love,3,6,Rating
951882,1465478,Cash App,zinal melissa mangual,2019-03-27,2019-04-14,5,best app! easy to use and quick to receive your money,FINANCE,Everyone,best  easy to use and quick to receive your money,2,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  best easy to use and quick to receive your money,  best easy to use quick to receive money,  best easy to use quick to receive money,  best easi to use and quick to receiv your money,  best easy use quick receive money,2,10,Rating
